num_task,cpu-allocated,resolution,time-elapsed,task-clock(ms),context-switches,cpu-migrations,page-faults,avg-fps,avg-q,avg-bitrate(kbits/s),avg-process-CPU(%),avg-process-Memory(MB),avg-system-CPU(%),avg-system-Memory(%)
28,15,720,118.45,62485.00,152180.07,6006.32,43578.93,28.76,23.75,0.00,53.26,421.41,98.38,68.95
28,15,720,118.29,62807.82,151865.50,5899.00,40015.25,29.61,23.79,0.00,53.36,421.89,98.42,68.97
28,15,720,118.49,62959.94,151626.86,5905.96,46832.93,28.96,23.77,0.00,53.42,424.59,98.42,69.34
28,15,720,118.06,62522.15,152461.71,6045.07,39970.43,29.35,23.78,0.00,53.37,421.77,98.45,68.96
28,15,720,118.39,62890.96,152337.39,6033.82,46925.43,29.34,23.80,0.00,53.42,421.34,98.42,68.78
29,15,720,122.80,63865.91,152141.31,5626.90,47053.52,27.52,23.81,0.00,51.61,422.10,98.50,71.31
29,15,720,122.91,63141.29,151375.21,5882.86,46916.07,27.88,23.80,0.00,51.53,421.80,98.53,71.34
29,15,720,122.86,62898.96,151856.93,5658.24,46185.03,28.44,23.82,0.00,51.52,422.43,98.49,71.45
29,15,720,119.92,61658.40,152116.38,5826.38,49055.66,29.16,23.81,0.00,51.65,422.60,98.43,71.34
29,15,720,122.63,63976.21,151800.83,5505.83,42872.79,27.14,23.79,0.00,51.54,423.53,98.58,71.61
29,15,720,120.63,62127.08,151788.76,5701.97,42546.90,28.67,23.77,0.00,51.61,422.60,98.67,71.32
29,15,720,120.95,62567.73,151420.76,5790.72,44160.86,28.48,23.78,0.00,51.67,422.76,98.86,71.41
29,15,720,119.77,61509.00,153025.14,5940.24,48568.52,28.88,23.80,0.00,51.54,420.28,98.43,71.02
30,15,720,127.55,63473.57,150940.43,5401.57,44401.40,27.36,23.80,0.00,50.04,423.22,98.60,73.77
30,15,720,125.13,62284.90,151362.40,5569.90,43980.77,28.06,23.81,0.00,49.82,422.65,98.63,73.80
30,15,720,127.98,63455.26,151305.73,5447.50,45417.53,27.37,23.79,0.00,49.83,423.60,98.55,73.92
30,15,720,124.84,63103.13,151792.63,5555.17,44641.23,26.69,23.80,0.00,49.80,421.92,98.68,73.67
30,15,720,123.70,61753.46,150960.83,5640.27,43697.53,27.73,23.81,0.00,49.75,422.23,98.51,73.81
30,15,720,124.87,62122.12,150909.60,5540.43,42603.77,27.73,23.80,0.00,49.89,423.52,98.70,73.93
30,15,720,125.31,62760.13,151660.53,5471.40,45203.47,27.88,23.84,0.00,49.93,422.18,98.66,73.58
30,15,720,126.02,63296.47,151292.60,5474.67,43833.83,27.14,23.78,0.00,49.91,423.72,98.65,73.90
38,15,480,109.31,42078.35,117363.63,6486.61,32451.47,32.39,23.79,0.00,39.15,259.36,97.90,56.07
38,15,480,111.61,42875.52,117431.32,6517.37,31125.05,31.35,23.79,0.00,39.15,259.08,97.90,56.09
38,15,480,111.69,42657.94,117253.11,6533.92,38169.03,31.23,23.76,0.00,39.05,259.73,97.85,56.18
38,15,480,112.62,42829.03,116781.79,6425.63,30793.82,31.05,23.79,0.00,39.15,259.48,98.05,56.11
38,15,480,114.53,43864.13,117052.89,6258.03,36676.47,30.35,23.78,0.00,39.14,259.96,97.95,56.27
39,15,480,113.38,42085.00,116989.03,6370.56,29974.64,30.77,23.78,0.00,38.21,259.04,97.99,57.40
39,15,480,113.48,42521.65,117380.21,6386.67,29950.03,30.72,23.79,0.00,38.10,259.26,98.13,57.55
39,15,480,112.86,42628.05,117168.77,6247.67,25874.92,31.23,23.81,0.00,38.15,259.20,98.02,57.49
39,15,480,113.20,42289.18,117273.56,6368.92,34407.72,30.75,23.78,0.00,38.08,259.16,97.96,57.45
39,15,480,113.19,42537.12,117310.33,6354.95,31649.46,30.83,23.81,0.00,38.17,259.16,97.94,57.41
40,15,480,115.84,42627.30,117087.38,6178.38,28754.78,30.05,23.80,0.00,37.30,259.63,98.18,58.83
40,15,480,117.15,43190.32,116717.60,6043.50,28473.70,29.44,23.80,0.00,37.33,259.82,98.25,58.86
40,15,480,115.87,42510.56,117311.52,6184.48,30639.83,30.03,23.78,0.00,37.15,259.31,98.17,58.97
40,15,480,116.75,43108.81,117383.25,6034.80,36845.12,29.87,23.78,0.00,37.19,259.43,98.04,58.92
40,15,480,116.29,42856.96,117504.60,6199.23,34868.07,30.15,23.81,0.00,37.20,259.07,98.09,58.78
41,15,480,116.97,41966.31,116703.83,5983.10,30728.90,29.65,23.80,0.00,36.31,259.15,98.29,60.16
41,15,480,117.78,42499.21,116962.54,5979.39,29788.71,29.27,23.80,0.00,36.35,259.53,98.07,60.22
41,15,480,120.10,43486.69,116922.88,6049.17,27596.66,29.04,23.80,0.00,36.40,259.77,98.36,60.30
41,15,480,118.75,42971.51,117126.10,6134.51,34105.90,29.08,23.81,0.00,36.47,259.41,98.19,60.10
41,15,480,118.95,43093.02,116892.24,5952.20,34617.20,28.63,23.80,0.00,36.45,259.26,98.20,60.12
42,15,480,120.00,42455.12,117113.40,6014.52,26578.36,29.00,23.81,0.00,35.54,259.30,98.14,61.48
42,15,480,120.47,42711.77,116189.40,5895.45,28300.71,28.85,23.82,0.00,35.59,259.62,98.35,61.58
42,15,480,119.15,42030.97,116967.17,6038.76,31150.62,28.89,23.80,0.00,35.42,258.67,98.27,61.47
42,15,480,119.23,42219.73,117033.69,6017.74,26517.69,29.03,23.81,0.00,35.57,258.92,98.22,61.42
42,15,480,119.28,42112.10,116144.86,5899.14,32377.52,28.90,23.81,0.00,35.56,259.43,98.26,61.54
43,15,480,122.39,42454.87,116774.51,5815.63,31914.28,27.88,23.83,0.00,34.77,259.16,98.34,62.80
43,15,480,122.57,42446.90,115735.91,5749.70,31112.49,28.16,23.81,0.00,34.75,259.57,98.35,62.97
43,15,480,121.10,42017.53,116854.26,5776.70,27840.47,28.27,23.80,0.00,34.75,258.72,98.15,62.62
43,15,480,122.01,42350.68,116398.26,5874.49,27381.56,28.47,23.82,0.00,34.78,259.01,98.25,62.74
43,15,480,122.91,42636.37,116676.00,5835.91,28134.74,28.24,23.83,0.00,34.78,259.50,98.39,62.94
44,15,480,124.45,42663.12,116205.02,5790.20,29844.93,27.12,23.81,0.00,33.99,259.21,98.38,64.27
44,15,480,125.36,42777.40,116817.89,5639.73,28134.30,27.48,23.81,0.00,34.00,259.57,98.38,64.27
44,15,480,127.84,43477.70,116724.66,5584.95,32496.75,27.16,23.81,0.00,33.98,260.08,98.39,64.43
44,15,480,125.38,43101.07,116211.09,5601.82,25854.52,27.12,23.81,0.00,34.07,259.33,98.69,64.27
44,15,480,123.86,42591.73,115487.80,5660.64,25922.11,27.10,23.81,0.00,33.99,259.36,98.54,64.28
24,15,720,105.36,63466.45,154958.25,6708.46,51125.33,33.69,23.78,0.00,62.11,423.12,98.12,60.74
24,15,720,107.87,62141.47,155328.46,6875.71,44689.08,33.40,23.77,0.00,61.93,422.68,97.96,60.81
24,15,720,107.83,62801.43,155360.83,6798.67,44334.12,33.29,23.79,0.00,61.90,422.75,98.06,60.87
24,15,720,105.03,62457.44,156127.75,6667.04,48800.79,33.77,23.78,0.00,61.96,423.84,98.06,60.88
24,15,720,103.71,63642.42,155039.58,6722.71,51753.04,33.90,23.76,0.00,62.15,422.98,98.07,60.69
25,15,720,108.67,63267.30,155358.48,6589.28,48933.68,32.34,23.78,0.00,59.55,421.61,98.15,62.94
25,15,720,108.73,64158.17,154840.20,6272.64,46624.32,32.41,23.78,0.00,59.62,423.51,98.22,63.16
25,15,720,108.76,63283.63,155013.52,6432.92,49489.36,32.40,23.77,0.00,59.60,422.95,98.15,63.10
25,15,720,109.32,62946.90,156009.12,6445.12,40261.80,32.11,23.78,0.00,59.73,421.75,98.12,62.91
25,15,720,106.68,62563.75,155027.92,6625.76,47225.08,33.22,23.80,0.00,59.66,421.53,98.08,62.89
26,15,720,109.07,62208.74,154204.15,6224.27,49258.31,32.36,23.79,0.00,57.46,424.00,98.21,65.51
26,15,720,111.56,62268.59,149793.19,6165.58,42791.08,31.30,23.75,0.00,57.35,422.74,98.23,65.41
38,15,480,111.89,42155.05,116970.82,6537.55,34188.00,31.27,23.76,0.00,39.04,259.04,97.88,56.19
38,15,480,111.88,43105.14,117115.74,6483.00,34590.53,31.28,23.78,0.00,39.09,259.86,97.97,56.36
38,15,480,113.30,43148.52,114536.97,6440.32,26358.26,30.79,23.77,0.00,39.17,259.60,98.00,56.26
38,15,480,112.47,42922.25,117175.32,6379.39,32373.03,30.93,23.80,0.00,39.07,259.29,98.00,56.28
38,15,480,112.00,43240.36,114598.08,6305.21,30862.82,31.38,23.81,0.00,39.12,259.50,98.02,56.33
39,15,480,113.38,42578.74,117349.18,6432.82,32037.85,30.87,23.81,0.00,38.18,259.30,97.93,57.54
39,15,480,111.65,42038.12,117327.46,6367.05,31459.62,31.32,23.78,0.00,38.22,259.18,97.95,57.47
39,15,480,112.94,42395.38,117474.59,6275.59,34693.64,31.03,23.78,0.00,38.15,259.08,98.04,57.57
39,15,480,112.87,42350.53,117509.85,6383.74,30274.54,31.06,23.78,0.00,38.18,259.37,97.96,57.54
39,15,480,114.95,43087.59,114653.97,6133.51,28374.69,30.48,23.79,0.00,38.21,259.68,97.97,57.56
40,15,480,116.98,43218.79,117116.85,6060.05,31829.90,29.71,23.81,0.00,37.27,259.75,98.15,58.98
40,15,480,115.75,42677.36,116991.82,6130.07,23512.35,30.06,23.81,0.00,37.35,259.50,98.23,58.96
40,15,480,115.95,42744.04,117542.15,6172.55,31145.47,30.23,23.79,0.00,37.23,259.38,98.14,59.03
40,15,480,117.18,42928.24,114445.48,6041.05,29440.83,29.84,23.82,0.00,37.15,260.02,98.19,59.20
40,15,480,116.32,42946.83,117171.60,6249.02,37084.80,30.00,23.80,0.00,37.16,259.39,98.19,59.08
41,15,480,118.97,43061.50,117183.07,6049.12,31291.37,29.07,23.82,0.00,36.36,259.25,98.26,60.36
41,15,480,120.09,43060.21,113433.98,5729.88,28308.44,28.96,23.80,0.00,36.29,259.80,98.18,60.57
41,15,480,118.43,42699.54,116929.49,6038.41,31122.17,28.91,23.79,0.00,36.35,259.12,98.15,60.31
41,15,480,118.24,42647.67,116525.90,6047.59,34468.49,29.27,23.81,0.00,36.43,259.67,98.01,60.30
41,15,480,118.78,42953.93,117223.32,6051.59,31779.93,29.78,23.83,0.00,36.39,259.28,98.16,60.36
42,15,480,121.82,43302.96,116909.29,5794.67,34574.31,28.27,23.79,0.00,35.54,260.09,98.31,61.85
42,15,480,120.34,42623.34,116714.55,5909.88,27709.05,29.14,23.81,0.00,35.55,259.39,98.32,61.72
42,15,480,120.93,42808.32,117087.98,5913.60,29763.69,28.97,23.80,0.00,35.50,259.06,98.33,61.64
42,15,480,121.54,43053.29,117063.62,5883.05,32716.31,28.84,23.81,0.00,35.52,259.32,98.40,61.68
42,15,480,121.86,43126.52,116691.88,5823.21,32285.69,28.62,23.77,0.00,35.47,259.85,98.33,61.92
43,15,480,122.38,42426.05,114360.81,5576.12,31318.67,28.81,23.81,0.00,34.78,259.37,98.28,63.02
43,15,480,123.14,43067.98,116786.19,5767.07,33898.47,27.67,23.81,0.00,34.76,259.58,98.43,63.01
43,15,480,122.07,42540.25,116675.23,5843.07,26140.86,27.41,23.79,0.00,34.70,259.56,98.28,63.14
43,15,480,122.54,42651.79,115920.00,5829.21,23843.91,27.87,23.83,0.00,34.73,259.44,98.30,63.09
43,15,480,123.41,42938.53,116601.23,5842.93,38297.40,27.92,23.80,0.00,34.63,259.09,98.24,63.10
44,15,480,124.44,42380.34,116009.86,5719.68,27632.00,27.32,23.82,0.00,34.01,259.00,98.52,64.31
44,15,480,123.83,42080.40,116451.02,5734.25,24963.64,28.21,23.77,0.00,33.98,259.44,98.42,64.43
44,15,480,125.76,42735.80,116530.98,5578.80,32602.93,27.60,23.83,0.00,33.93,259.21,98.43,64.45
44,15,480,126.22,42761.97,116534.61,5665.25,29630.73,27.80,23.82,0.00,33.92,259.33,98.52,64.40
44,15,480,125.55,42595.07,115045.39,5548.36,30928.91,27.56,23.82,0.00,33.93,259.03,98.38,64.41
24,15,720,106.03,64245.19,156198.50,6720.21,47112.83,33.19,23.79,0.00,62.10,423.56,98.04,60.95
24,15,720,102.93,62157.95,150268.67,6715.71,42303.79,34.29,23.80,0.00,62.10,420.70,98.01,60.46
24,15,720,110.21,64546.11,155248.33,6550.12,49228.25,32.31,23.77,0.00,61.97,424.21,98.07,61.03
24,15,720,107.41,63890.62,156261.88,6726.08,46640.62,33.41,23.78,0.00,62.07,423.77,98.02,60.97
24,15,720,104.79,62984.08,156095.42,6819.75,41310.00,33.71,23.76,0.00,62.13,421.65,98.04,60.61
25,15,720,110.19,63875.44,154804.28,6283.60,43794.08,31.92,23.75,0.00,59.68,423.36,98.20,63.30
25,15,720,110.27,64074.49,154701.00,6439.04,47588.16,32.07,23.75,0.00,59.63,423.02,98.18,63.22
25,15,720,105.26,62526.37,155132.56,6587.76,40646.00,33.56,23.79,0.00,59.65,421.36,98.11,62.91
25,15,720,111.43,63480.76,154179.40,6379.08,48716.32,31.57,23.79,0.00,59.60,423.02,98.15,63.23
25,15,720,107.80,61752.65,155250.12,6839.52,48425.72,32.44,23.77,0.00,59.52,421.70,98.05,63.05
26,15,720,112.05,63172.40,153314.81,6125.04,45470.69,31.01,23.78,0.00,57.38,423.50,98.25,65.68
26,15,720,112.86,63988.16,154231.92,5943.50,42754.27,31.07,23.78,0.00,57.36,424.00,98.30,65.75
26,15,720,112.50,61932.67,154652.96,6580.92,43769.58,31.10,23.81,0.00,57.28,420.29,98.19,65.21
26,15,720,111.48,63014.01,155256.42,6112.23,45424.08,31.72,23.80,0.00,57.38,422.97,98.22,65.51
26,15,720,111.85,63071.92,154309.50,6142.00,44657.19,31.49,23.78,0.00,57.36,424.64,98.28,65.83
27,15,720,115.78,63368.88,153562.78,6033.96,42792.48,30.11,23.80,0.00,55.33,421.82,98.41,67.71
27,15,720,112.52,61629.96,154347.85,6302.67,49176.04,31.12,23.80,0.00,55.39,421.14,98.30,67.59
27,15,720,115.77,63616.37,153850.22,5983.89,49907.93,30.13,23.79,0.00,55.33,422.84,98.39,67.83
27,15,720,115.84,62847.64,153896.96,6140.96,42404.07,29.77,23.81,0.00,55.43,422.02,98.53,67.71
27,15,720,115.70,63502.40,153776.04,6001.22,44983.15,30.35,23.75,0.00,55.36,423.06,98.37,67.92
28,15,720,118.49,61600.54,153356.18,5835.89,43563.46,28.92,23.77,0.00,53.43,421.69,98.41,70.03
28,15,720,116.89,62078.30,153137.39,5892.71,44988.07,29.61,23.79,0.00,53.55,422.54,98.44,70.05
28,15,720,119.23,63284.79,153400.04,5990.82,49006.00,28.78,23.77,0.00,53.31,421.27,98.41,70.12
28,15,720,118.77,62920.82,153275.39,5893.43,42984.29,29.07,23.78,0.00,53.33,422.03,98.40,70.16
28,15,720,120.11,63919.59,153062.96,5699.89,43078.00,29.12,23.79,0.00,53.39,424.09,98.45,70.38
29,15,720,123.43,63560.38,153348.00,5539.83,40013.79,28.29,23.78,0.00,51.58,424.08,98.59,72.77
29,15,720,122.27,62944.29,152772.62,5660.00,45599.17,28.76,23.82,0.00,51.58,423.13,98.75,72.58
29,15,720,122.12,62973.64,152691.86,5662.55,40856.93,27.72,23.80,0.00,51.47,421.92,98.48,72.46
29,15,720,122.98,63054.17,153374.72,5585.79,46729.97,28.25,23.79,0.00,51.63,421.97,98.49,72.39
29,15,720,119.82,61480.74,153123.34,5914.38,45492.00,27.79,23.78,0.00,51.53,422.83,98.41,72.56
30,15,720,126.71,63465.67,152187.63,5346.50,46794.00,27.31,23.80,0.00,49.97,422.99,98.59,74.87
30,15,720,126.70,63816.48,152349.77,5376.17,48739.57,27.13,23.78,0.00,49.86,423.14,98.60,75.01
30,15,720,125.75,63262.07,152678.23,5590.93,42305.07,26.84,23.79,0.00,49.80,422.26,98.64,74.93
30,15,720,125.53,62658.12,152307.80,5322.97,46480.80,27.45,23.79,0.00,49.75,422.36,98.57,74.87
30,15,720,125.38,63543.12,151957.33,5455.57,37233.33,26.69,23.80,0.00,50.03,423.46,98.72,74.86
28,10,480,114.97,39588.34,115821.86,5927.57,40560.96,29.84,23.73,0.00,35.24,230.63,97.94,75.43
28,10,480,110.95,38793.85,115720.96,5995.43,25654.32,31.72,23.77,0.00,35.41,231.86,97.98,75.60
28,10,480,110.27,38480.78,115782.61,6035.96,30940.25,31.93,23.80,0.00,35.39,231.49,97.97,75.57
28,10,480,112.92,39256.69,115174.11,5949.39,30808.11,30.96,23.81,0.00,35.49,232.13,97.95,75.79
28,10,480,112.22,39079.01,115437.39,6042.43,30336.11,31.20,23.82,0.00,35.50,232.19,97.95,75.75
32,10,480,125.20,39130.22,114496.06,5355.44,21210.97,27.66,23.82,0.00,31.23,232.70,98.40,85.53
32,10,480,123.50,38795.24,115267.12,5491.84,26578.09,27.59,23.81,0.00,31.22,231.77,98.46,85.30
32,10,480,126.28,38926.92,114697.00,5215.38,22676.50,27.78,23.82,0.00,31.16,232.12,98.41,85.50
32,10,480,123.74,38276.82,114559.91,5499.53,26268.88,27.87,23.81,0.00,31.15,232.25,98.35,85.52
32,10,480,121.29,38119.48,114927.12,5532.78,27007.88,27.88,23.81,0.00,31.24,231.72,98.26,85.28
36,10,480,137.36,39382.42,116364.22,4934.53,26598.53,24.33,23.85,0.00,27.73,202.55,98.60,95.11
36,10,480,134.72,39134.64,116245.03,4880.42,31665.83,23.89,23.79,0.00,27.67,204.49,98.58,94.99
36,10,480,136.23,38864.42,116294.81,4939.86,33625.42,24.30,23.80,0.00,27.62,204.80,98.63,94.94
36,10,480,143.59,39797.10,113966.92,4739.81,30837.19,23.89,23.81,0.00,27.67,204.29,98.67,95.14
36,10,480,141.75,39543.39,116201.64,4828.53,31481.25,24.31,23.81,0.00,27.60,204.99,98.78,95.26
38,10,480,201.26,44763.99,148031.24,7212.05,84390.37,20.95,23.85,0.00,26.51,197.73,98.29,98.41
38,10,480,197.41,44644.37,147493.53,6548.16,91022.87,20.46,23.84,0.00,26.68,197.37,98.34,98.44
38,10,480,249.77,49440.79,171908.95,9156.55,127277.61,20.56,23.87,0.00,26.75,197.82,98.12,98.33
38,10,480,217.43,46671.80,157342.45,8012.05,102774.21,19.10,23.87,0.00,27.41,198.68,98.25,98.41
38,10,480,241.45,48787.61,164466.53,10107.61,109279.79,19.30,23.86,0.00,26.95,197.89,98.25,98.54
39,10,480,221.76,46626.33,153079.69,8891.74,92595.31,15.90,23.81,0.00,27.01,195.04,97.80,98.48
39,10,480,201.74,44649.46,146854.05,7515.08,87129.31,16.41,23.83,0.00,27.64,194.94,97.80,98.37
39,10,480,192.94,43741.39,145653.21,6536.95,84893.85,16.58,23.84,0.00,27.43,195.55,97.77,98.37
39,10,480,234.06,46847.67,164739.28,8189.28,114106.08,15.29,23.85,0.00,27.35,195.40,97.93,98.22
39,10,480,295.19,51661.81,188353.72,10849.95,146078.10,13.56,23.85,0.00,27.60,195.17,97.69,98.32
40,10,480,277.67,49382.87,177819.40,10232.02,144433.25,14.17,23.69,0.00,27.73,194.56,96.16,97.86
40,10,480,225.80,45110.09,156744.38,7790.40,91523.32,15.10,23.68,0.00,27.44,194.50,97.16,97.90
40,10,480,296.27,52425.68,188702.55,12740.00,152223.77,13.74,23.73,0.00,28.48,193.58,97.47,98.09
40,10,480,255.74,47775.40,167063.35,9117.67,118260.60,15.08,23.75,0.00,26.99,194.15,97.51,98.34
40,10,480,136.84,43767.60,145105.67,7141.95,88741.70,13.51,23.72,0.00,27.24,194.68,96.37,98.00
41,10,480,278.43,49984.09,175652.95,11485.32,138274.88,12.69,23.53,0.00,27.61,195.31,96.85,97.80
41,10,480,248.35,46845.58,158736.39,9457.41,111320.95,15.02,23.54,0.00,27.06,194.47,95.77,97.53
41,10,480,260.65,47823.93,167503.90,9126.88,126018.66,12.19,23.42,0.00,26.69,193.87,96.33,97.92
41,10,480,125.07,43047.64,145569.46,7977.63,79076.59,12.15,23.44,0.00,26.80,193.20,95.67,97.76
41,10,480,153.02,45844.58,158580.34,8813.32,111321.95,11.48,23.57,0.00,27.56,194.77,94.49,98.01
42,10,480,218.88,44680.69,154276.21,7837.45,113969.19,12.72,23.32,0.00,26.53,194.39,95.30,97.63
42,10,480,239.50,44998.76,158578.55,8716.52,117803.26,12.70,23.34,0.00,27.55,195.21,94.40,97.34
42,10,480,197.81,45614.39,151445.21,9320.62,99021.64,11.93,23.36,0.00,27.45,193.04,94.00,97.93
42,10,480,317.30,52956.39,184836.48,14016.67,151790.40,11.07,23.42,0.00,27.46,194.20,93.99,97.74
42,10,480,250.83,46194.32,160944.60,9414.69,119345.71,13.44,23.23,0.00,26.87,193.97,93.71,97.37
43,10,480,160.21,42092.06,140337.07,7047.56,85628.60,12.24,23.12,0.00,26.98,193.76,93.75,97.26
43,10,480,221.28,42516.19,147323.49,7504.60,106709.53,14.77,23.14,0.00,26.91,194.08,95.71,97.96
43,10,480,131.16,46520.98,158723.02,9485.16,118075.00,9.46,23.11,0.00,26.95,193.11,92.57,97.47
43,10,480,153.97,44235.19,148672.72,8997.19,105881.98,11.07,23.16,0.00,26.20,193.71,94.34,98.17
43,10,480,120.00,41750.62,133266.16,7126.91,82531.37,9.87,23.07,0.00,26.79,194.68,93.74,97.08
44,10,480,239.15,43991.85,151393.43,8599.66,113200.11,11.96,23.11,0.00,27.39,193.26,94.25,97.12
14,10,720,97.90,57351.86,116770.71,4816.14,42551.71,41.24,23.79,0.00,70.40,329.60,97.40,58.56
14,10,720,99.52,54889.98,116367.71,4957.43,31051.36,41.69,23.86,0.00,70.30,330.25,97.10,58.70
14,10,720,93.00,57519.86,116655.71,4692.36,29652.79,41.64,23.79,0.00,70.46,332.00,97.35,59.07
14,10,720,93.50,57662.38,116905.71,4733.43,33271.14,41.21,23.80,0.00,70.51,334.49,97.29,59.50
14,10,720,95.49,55964.87,115392.43,4876.79,31882.50,41.20,23.84,0.00,70.61,330.92,97.26,58.80
16,10,720,97.94,57053.02,115472.38,4395.38,30987.19,37.04,23.88,0.00,62.22,331.25,97.72,66.18
16,10,720,95.20,56764.30,115661.00,4356.50,37656.25,38.14,23.81,0.00,62.20,332.10,97.69,66.15
16,10,720,98.49,55846.85,115589.62,4532.56,33697.62,37.45,23.84,0.00,61.97,329.82,97.77,65.88
16,10,720,90.86,56063.41,115869.31,4496.31,35576.69,38.74,23.84,0.00,61.91,329.80,97.68,65.76
16,10,720,98.93,57968.76,115767.19,4485.81,36114.50,36.51,23.83,0.00,61.99,329.83,97.79,65.74
20,10,720,117.31,57951.38,123019.20,3663.00,35121.15,30.00,23.85,0.00,49.60,331.62,97.94,80.60
20,10,720,116.09,57157.07,122749.40,3747.95,32828.85,29.81,23.85,0.00,49.63,331.06,97.89,80.44
20,10,720,117.91,58349.01,122477.05,3714.00,31898.50,29.74,23.91,0.00,49.63,331.89,98.00,80.74
20,10,720,118.30,57670.26,121848.05,3664.00,33949.70,29.24,23.86,0.00,49.60,330.28,98.02,80.36
20,10,720,115.48,56589.72,122239.55,3743.80,31839.90,31.28,23.90,0.00,49.59,331.02,97.98,80.54
24,10,720,141.77,59242.00,117376.58,3257.42,37183.46,24.68,23.91,0.00,41.58,306.00,98.48,94.83
24,10,720,134.09,58093.92,122077.50,3407.83,41722.12,24.06,23.91,0.00,41.33,309.58,98.45,94.60
24,10,720,142.39,59583.17,122363.54,3362.12,39907.75,24.35,23.87,0.00,41.38,309.17,98.46,95.31
24,10,720,138.87,58519.80,122223.21,3442.08,38578.29,24.62,23.87,0.00,41.47,309.19,98.52,94.67
24,10,720,140.08,58568.09,122178.54,3341.12,42448.96,24.83,23.85,0.00,41.49,311.41,98.48,95.07
25,10,720,255.42,72378.84,190605.00,8313.04,138127.72,21.17,23.95,0.00,40.61,301.50,98.08,97.94
25,10,720,147.24,58625.94,123923.16,3335.88,42187.76,24.05,23.89,0.00,39.64,301.00,98.50,98.19
25,10,720,133.46,56912.07,122026.44,3356.20,40212.04,23.53,23.88,0.00,39.81,299.99,98.42,97.73
25,10,720,148.03,59134.60,123039.36,3290.48,41068.20,23.64,23.91,0.00,39.76,300.62,98.53,97.97
25,10,720,253.90,70984.65,193881.08,7348.48,139779.60,21.30,23.94,0.00,39.83,301.18,98.01,97.81
26,10,720,291.29,73696.02,209980.85,10417.54,168902.15,12.73,23.94,0.00,40.41,295.81,97.54,98.41
26,10,720,120.00,64030.21,155175.15,6416.62,91018.27,9.81,23.90,0.00,40.35,294.24,98.07,97.97
26,10,720,120.00,60692.96,142241.15,5086.65,75235.27,12.30,23.90,0.00,39.86,294.89,98.05,98.16
26,10,720,284.04,75770.85,205111.58,10897.62,155433.54,11.69,23.96,0.00,40.07,295.52,97.63,98.11
26,10,720,120.00,62808.88,147931.62,5884.38,81090.62,10.67,23.92,0.00,40.27,294.35,98.02,97.96
27,10,720,120.00,61479.54,147632.15,6095.26,88978.52,9.09,23.63,0.00,39.50,292.59,97.02,97.54
27,10,720,120.00,57698.38,136362.70,4764.74,74021.15,12.86,23.58,0.00,40.20,292.46,96.70,97.60
27,10,720,120.00,59278.36,133811.63,4566.26,67051.56,11.42,23.44,0.00,39.71,289.56,97.01,97.63
27,10,720,120.00,77804.04,266720.19,14219.78,215900.74,2.81,23.63,0.00,39.75,292.71,96.28,97.51
27,10,720,120.00,57364.17,124287.37,3803.07,57946.52,15.46,23.42,0.00,39.52,291.98,96.84,97.60
28,10,720,120.00,70077.58,195329.79,13018.11,138386.82,4.33,23.21,0.00,38.92,289.67,94.37,97.25
28,10,720,120.00,65112.83,197807.54,8175.32,149352.64,3.85,23.50,0.00,40.12,290.81,94.54,96.86
28,10,720,120.00,79073.98,276525.36,16362.89,232174.32,3.32,23.52,0.00,39.62,290.31,94.38,97.11
